id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,roi_times,roi_currency,roi_percentage
avalanche-2,AVAX,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,24.05,9740501788.0,13,10701971644,344192802,24.31,22.9,1.036,4.50009,421424106.0,4.52217,405264898.03,445267968.89,720000000.0,144.96,-83.43438,2021-11-21 14:18:56.538000+00:00,2.8,757.30736,2020-12-31 13:15:21.540000+00:00,2024-09-09 19:10:50.705000+00:00,0.0,N/A,0.0
wrapped-steth,WSTETH,Wrapped Steth,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,2749.08,9495011353.0,14,9495011353,71092727,2762.53,2671.57,69.74,2.6027,200672337.0,2.15908,3453915.33,3453915.33,,7256.02,-62.12584,2022-05-13 15:09:54.509000+00:00,558.54,392.02495,2022-05-13 01:36:45.053000+00:00,2024-09-09 19:10:41.536000+00:00,0.0,N/A,0.0
wrapped-bitcoin,WBTC,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,56632.0,8647613674.0,15,8647613674,159401975,56606.0,54132.0,2234.04,4.10688,311615853.0,3.73819,152924.61,152924.61,152924.61028568,73505.0,-23.12478,2024-03-14 07:10:23.403000+00:00,3139.17,1700.07631,2019-04-02 00:00:00+00:00,2024-09-09 19:10:40.448000+00:00,0.0,N/A,0.0
shiba-inu,SHIB,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,0.0,8002771058.0,16,13580797079,270177033,1.368e-05,1.291e-05,6.18421e-07,4.77089,361022823.0,4.72435,589260683559802.5,999982345144051.0,,8.616e-05,-84.27588,2021-10-28 03:54:55.568000+00:00,5.6366e-11,24034990.53177,2020-11-28 11:26:25.838000+00:00,2024-09-09 19:10:52.410000+00:00,0.0,N/A,0.0
weth,WETH,Weth,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,2336.2,6784339879.0,17,6784339879,557176245,2347.33,2269.62,58.85,2.58433,194191082.0,2.94669,2907116.89,2907116.89,,4799.89,-51.43427,2021-11-09 00:00:00+00:00,82.1,2739.22795,2018-12-15 00:00:00+00:00,2024-09-09 19:10:42.044000+00:00,0.0,N/A,0.0
chainlink,LINK,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,10.56,6417436675.0,18,10553259296,361615607,10.81,10.21,0.293627,2.86131,176459879.0,2.82744,608099971.31,1000000000.0,1000000000.0,52.7,-80.0176,2021-05-10 00:13:57.214000+00:00,0.148183,7006.09855,2017-11-29 00:00:00+00:00,2024-09-09 19:10:52.344000+00:00,0.0,N/A,0.0
bitcoin-cash,BCH,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,321.13,6345454331.0,19,6744141515,182079749,322.46,301.5,18.92,6.26221,379876614.0,6.36781,19758562.4,21000000.0,21000000.0,3785.82,-91.52701,2017-12-20 00:00:00+00:00,76.93,316.94015,2018-12-16 00:00:00+00:00,2024-09-09 19:10:53.277000+00:00,0.0,N/A,0.0
polkadot,DOT,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,4.3,6065832092.0,20,6413902905,136116862,4.3,4.12,0.160265,3.87038,225170088.0,3.85522,1410676854.52,1491624601.2,,54.98,-92.19216,2021-11-04 14:10:09.301000+00:00,2.7,59.14333,2020-08-20 05:48:11.359000+00:00,2024-09-09 19:10:38.724000+00:00,0.0,N/A,0.0
dai,DAI,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,1.0,5069192465.0,21,5069192465,88191314,1.004,0.997388,0.00045959,0.04594,-52128907.793442726,-1.01788,5064709160.84,5064709160.84,,1.22,-17.95123,2020-03-13 03:02:50.373000+00:00,0.88196,13.39717,2023-03-11 07:50:50.514000+00:00,2024-09-09 19:10:52.015000+00:00,0.0,N/A,0.0
uniswap,UNI,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,6.65,5010061115.0,22,6646700278,166181045,6.72,6.29,0.315236,4.97578,233395629.0,4.88616,753766667.0,1000000000.0,1000000000.0,44.92,-85.20391,2021-05-03 05:25:04.822000+00:00,1.03,545.14714,2020-09-17 01:20:38.214000+00:00,2024-09-09 19:10:39.755000+00:00,0.0,N/A,0.0
leo-token,LEO,Leo Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,5.37,4970661298.0,23,5291419394,1030484,5.43,5.35,0.00303185,0.05647,1442902.0,0.02904,925515727.9,985239504.0,,8.14,-34.15464,2022-02-08 17:40:10.285000+00:00,0.799859,569.7112,2019-12-24 15:14:35.376000+00:00,2024-09-09 19:10:53.548000+00:00,0.0,N/A,0.0
litecoin,LTC,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,61.03,4572480245.0,24,5124153164,415334341,61.28,59.66,0.083523,0.13705,4493732.0,0.09837,74956451.98,84000000.0,84000000.0,410.26,-85.13581,2021-05-10 03:13:07.904000+00:00,1.15,5208.10799,2015-01-14 00:00:00+00:00,2024-09-09 19:10:54.082000+00:00,0.0,N/A,0.0
near,NEAR,Near Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,4.02,4442864247.0,25,4748095003,233340147,4.01,3.69,0.306398,8.2577,335124990.0,8.15838,1107181322.95,1183246170.68,,20.44,-80.41376,2022-01-16 22:09:45.873000+00:00,0.526762,659.93648,2020-11-04 16:09:15.137000+00:00,2024-09-09 19:10:55.317000+00:00,0.0,N/A,0.0
kaspa,KAS,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.16,3909610018.0,26,3909781040,35054077,0.158824,0.148788,0.00920572,6.16198,229914030.0,6.24818,24651947172.89,24653025550.3,28704026601.0,0.207411,-23.55972,2024-08-01 00:40:47.164000+00:00,0.00017105,92589.82993,2022-05-26 14:42:59.316000+00:00,2024-09-09 19:10:54.192000+00:00,0.0,N/A,0.0
wrapped-eeth,WEETH,Wrapped Eeth,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,2447.37,3862740976.0,27,3862740976,21520602,2458.75,2375.98,62.95,2.64004,91493388.0,2.42608,1580598.84,1580598.84,,4196.87,-41.73385,2024-03-13 08:29:59.938000+00:00,2231.18,9.59943,2024-01-08 03:35:28.624000+00:00,2024-09-09 19:10:40.299000+00:00,0.0,N/A,0.0
internet-computer,ICP,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,7.66,3599595259.0,28,4001629120,77370246,7.71,7.26,0.329726,4.49588,152866077.0,4.43511,469885174.2,522366005.27,,700.65,-98.90785,2021-05-10 16:05:53.653000+00:00,2.87,167.08854,2023-09-22 00:29:57.369000+00:00,2024-09-09 19:10:54.641000+00:00,0.0,N/A,0.0
monero,XMR,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,171.41,3157366412.0,29,3157366412,62930708,175.63,170.21,-0.04615699560025632,-0.02692,-6223405.869170666,-0.19672,18446744.07,18446744.07,,542.33,-68.47555,2018-01-09 00:00:00+00:00,0.216177,78985.84256,2015-01-14 00:00:00+00:00,2024-09-09 19:10:54.976000+00:00,0.0,N/A,0.0
pepe,PEPE,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,0.0,3080070914.0,30,3080070914,1066154703,7.33e-06,6.86e-06,4.11065e-07,5.94165,169830328.0,5.83561,420690000000000.0,420690000000000.0,420690000000000.0,1.717e-05,-57.40181,2024-05-27 08:30:07.709000+00:00,5.5142e-08,13161.07862,2023-04-18 02:14:41.591000+00:00,2024-09-09 19:10:39.722000+00:00,0.0,N/A,0.0
aptos,APT,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,6.28,3054845449.0,31,6992548449,125605446,6.28,5.95,0.296409,4.95778,141820004.0,4.86848,487160539.97,1115111626.67,,19.92,-68.54197,2023-01-26 14:25:17.390000+00:00,3.08,103.47341,2022-12-29 21:35:14.796000+00:00,2024-09-09 19:10:51.472000+00:00,0.0,N/A,0.0
